,InterestID
1597948571,202
1903921655,21
1903921655,103
1903921655,56
1903921655,71
1903921655,83
1903921655,106
1903921655,110
1903921655,142
1903921655,146
1437100248,61
1437100248,118
1437100248,133
1437100248,160
1437100248,32
1437100248,56
1437100248,71
1437100248,83
1437100248,86
1437100248,123
1437100248,171
1437100248,53
1437100248,58
1437100248,64
1437100248,69
1437100248,93
1437100248,97
1437100248,158
1437100248,166
1437100248,167
1437100248,3
1437100248,14
1437100248,57
2103272941,138
2103272941,202
1282191713,199
1387262982,187
1437100248,129
1437100248,156
1437100248,165
1437100248,2
1437100248,4
1437100248,29
1437100248,27
1437100248,33
1437100248,72
1437100248,181
1437100248,186
1437100248,189
1437100248,193
1437100248,196
1437100248,199
1903921655,171
1903921655,11
872903703,176
872903703,21
872903703,91
872903703,143
872903703,83
872903703,86
872903703,171
872903703,53
872903703,64
872903703,69
872903703,93
1993211081,108
1415065937,126
1415065937,72
1415065937,195
1415065937,196
1002119448,176
1002119448,173
1002119448,96
1002119448,133
1002119448,56
1002119448,83
1002119448,58
1002119448,64
1002119448,94
1002119448,97
1002119448,158
1002119448,167
38346227,72
38346227,112
38346227,121
38346227,124
38346227,191
38346227,202
1579822119,118
1579822119,12
1579822119,83
1579822119,105
1579822119,10
1579822119,11
1579822119,69
1579822119,94
1579822119,97
1579822119,122
1579822119,158
1579822119,167
1579822119,172
1579822119,140
1579822119,2
1579822119,7
1579822119,29
1579822119,45
1579822119,46
1579822119,125
1579822119,126
639931528,147
1034853404,118
1034853404,25
1034853404,58
1034853404,134
1034853404,157
1034853404,13
1034853404,17
1034853404,57
1034853404,60
1034853404,75
865663569,135
865663569,151
865663569,53
865663569,58
865663569,69
865663569,94
865663569,97
865663569,166
865663569,167
865663569,129
865663569,156
865663569,2
865663569,29
865663569,78
865663569,72
865663569,112
865663569,121
865663569,183
865663569,207
1969173024,104
1969173024,10
1969173024,69
1969173024,93
1267341681,109
35885013,68
35885013,165
35885013,2
35885013,4
35885013,29
160961280,61
160961280,114
160961280,69
160961280,134
160961280,157
160961280,166
160961280,149
160961280,2
160961280,4
160961280,29
564510978,96
1442399256,103
1123702070,21
1123702070,73
1123702070,96
1123702070,12
1123702070,32
1123702070,86
1123702070,142
1123702070,146
1168738805,181
1168738805,187
1168738805,188
1168738805,189
1168738805,190
1168738805,197
1168738805,202
295962171,104
295962171,114
295962171,133
295962171,32
295962171,123
295962171,171
295962171,10
627593792,21
627593792,35
627593792,73
627593792,160
627593792,44
627593792,56
295962171,54
2003353983,9
2123174612,141
564510978,207
804131433,122
375590446,80
218752479,114
218752479,12
218752479,64
2086651102,71
2086651102,123
2086651102,146
2086651102,53
2086651102,58
1279208817,166
1279208817,5
1279208817,28
1018045378,199
1680186069,49
1680186069,50
1680186069,61
1680186069,77
1680186069,96
1680186069,26
1680186069,76
1680186069,86
1680186069,123
1680186069,135
1680186069,54
1680186069,69
1680186069,122
1680186069,167
1680186069,4
1680186069,20
1680186069,46
1680186069,125
1680186069,126
1680186069,90
1680186069,112
1680186069,187
1680186069,194
1680186069,203
1873135750,114
1873135750,32
1873135750,39
1873135750,56
1873135750,83
1873135750,87
1873135750,110
955583218,174
955583218,56
955583218,83
955583218,87
955583218,145
955583218,53
955583218,58
955583218,64
955583218,69
955583218,93
955583218,94
955583218,158
955583218,13
955583218,14
955583218,60
955583218,138
955583218,8
955583218,72
955583218,112
955583218,120
955583218,121
955583218,187
955583218,196
955583218,202
1873135750,142
1873135750,144
1873135750,145
1873135750,146
1873135750,151
1873135750,10
1873135750,11
1873135750,54
1873135750,58
1873135750,64
1873135750,69
1873135750,93
245373429,21
245373429,114
245373429,133
245373429,32
245373429,83
245373429,53
245373429,58
245373429,69
245373429,93
245373429,94
245373429,97
245373429,157
245373429,166
245373429,167
245373429,13
245373429,14
245373429,60
245373429,128
245373429,156
245373429,2
245373429,4
1873135750,94
1873135750,108
1873135750,122
1873135750,134
1873135750,157
1873135750,158
1873135750,166
1873135750,167
1873135750,172
1873135750,13
1873135750,14
1873135750,60
622125713,130
622125713,136
622125713,147
622125713,165
622125713,2
622125713,4
1873411666,176
1873411666,71
1873411666,76
1873411666,83
1873411666,69
1873411666,94
1873411666,134
1873411666,158
1873411666,167
1873411666,130
1296639903,21
920998785,176
920998785,104
920998785,56
920998785,71
920998785,86
920998785,171
920998785,58
920998785,64
920998785,69
920998785,94
920998785,14
920998785,57
920998785,2
920998785,4
920998785,29
920998785,46
920998785,78
920998785,132
920998785,153
920998785,5
920998785,27
920998785,72
920998785,121
920998785,124
920998785,186
920998785,207
920998785,191
920998785,196
1873411666,165
1873411666,2
1873411666,29
1873411666,45
1873411666,46
1873411666,125
1873411666,126
1873411666,153
1873411666,5
1873411666,33
1873411666,72
1873411666,120
1873411666,121
1873411666,183
1873411666,188
1873411666,203
87581092,71
1325916747,21
1325916747,35
1325916747,61
1325916747,73
1325916747,82
87581092,76
87581092,83
87581092,58
1477499013,21
1477499013,56
1477499013,83
1477499013,146
1049996354,78
1049996354,125
1049996354,126
1049996354,132
1049996354,153
1049996354,33
1049996354,72
1049996354,112
1049996354,120
1049996354,121
1049996354,124
1049996354,187
1049996354,205
1993378386,196
1993378386,197
1993378386,199
1993378386,201
1993378386,202
1993378386,204
87581092,69
87581092,93
87581092,94
87581092,134
87581092,158
87581092,166
87581092,167
87581092,172
87581092,13
87581092,60
87581092,188
1420594602,190
1477499013,171
1477499013,53
1477499013,58
1477499013,64
1477499013,69
1477499013,93
1477499013,94
1477499013,157
1477499013,13
1477499013,14
1477499013,60
1477499013,138
1477499013,2
1477499013,29
1477499013,45
1002119448,13
1002119448,14
1002119448,65
1002119448,130
1002119448,138
1002119448,2
1002119448,29
1002119448,132
1002119448,153
1002119448,27
1002119448,28
1002119448,33
1002119448,72
1002119448,85
1002119448,112
1002119448,120
1002119448,124
1002119448,188
1002119448,199
1002119448,202
1477499013,33
1477499013,72
1477499013,120
1477499013,121
1477499013,181
1477499013,184
1477499013,186
1477499013,189
1477499013,202
721055968,96
721055968,150
721055968,26
721055968,151
721055968,64
721055968,122
721055968,167
721055968,2
721055968,4
721055968,29
721055968,78
721055968,180
721055968,205
721055968,202
1024647585,21
1024647585,133
1024647585,56
1024647585,71
1024647585,86
1024647585,171
1024647585,58
1024647585,64
1024647585,69
1024647585,94
1024647585,157
1024647585,167
1024647585,57
1024647585,65
1024647585,136
1024647585,159
1024647585,2
1024647585,29
1024647585,78
1024647585,153
1024647585,27
1288570617,33
1288570617,80
1288570617,112
1288570617,120
1288570617,121
1288570617,187
1288570617,188
1288570617,195
1288570617,196
1288570617,202
1270172635,21
1270172635,133
1270172635,56
1270172635,71
1270172635,83
1270172635,86
1270172635,110
1270172635,123
1270172635,127
1270172635,146
1270172635,11
1270172635,58
1270172635,64
1270172635,69
1270172635,93
1270172635,94
1270172635,177
1270172635,57
1270172635,60
1270172635,2
1270172635,29
1270172635,45
1270172635,78
1270172635,126
1270172635,33
1270172635,180
1270172635,186
1270172635,189
1270172635,191
1270172635,196
1270172635,200
1860372556,133
1860372556,76
1860372556,92
1860372556,123
1860372556,146
1860372556,171
1860372556,108
1860372556,134
1860372556,157
1860372556,158
1860372556,166
1860372556,167
1860372556,13
1860372556,14
1860372556,60
1860372556,130
1860372556,156
1860372556,165
1860372556,29
1860372556,46
1860372556,125
1860372556,126
1860372556,33
1860372556,187
1860372556,199
1469832214,77
1469832214,96
1469832214,114
1469832214,133
1469832214,26
1469832214,32
1469832214,83
1469832214,92
1469832214,135
1469832214,144
1469832214,146
1469832214,171
1469832214,11
1469832214,58
1469832214,69
1469832214,93
1469832214,94
1469832214,122
1469832214,134
1469832214,157
1469832214,166
1469832214,167
1469832214,14
1469832214,60
1469832214,65
1469832214,130
2131688730,54
2131688730,58
2131688730,69
2131688730,93
2131688730,122
2131688730,134
2131688730,166
2131688730,167
2131688730,172
2131688730,3
2131688730,14
2131688730,75
2131688730,88
2131688730,2
2131688730,4
2131688730,7
2131688730,29
2131688730,45
2131688730,46
2131688730,81
2131688730,126
2131688730,5
2131688730,16
2131688730,28
2131688730,80
2131688730,112
2131688730,119
2131688730,121
2131688730,124
2131688730,187
2131688730,207
2131688730,188
1332390500,153
1332390500,5
1332390500,27
1332390500,112
1332390500,120
1332390500,121
1332390500,141
1332390500,183
1332390500,187
1332390500,202
1528279950,97
1528279950,108
1528279950,134
1528279950,157
1528279950,167
1528279950,14
1528279950,18
1528279950,37
1528279950,60
1528279950,65
1528279950,98
1528279950,129
1528279950,130
1528279950,138
1528279950,149
1528279950,156
1528279950,159
1528279950,165
1528279950,2
1528279950,4
1528279950,7
1528279950,20
1528279950,29
1528279950,45
1528279950,78
1528279950,132
1528279950,153
1528279950,28
1528279950,33
1528279950,40
1528279950,66
1528279950,72
1528279950,85
1528279950,120
1528279950,121
1528279950,181
1528279950,184
1528279950,207
1528279950,205
1528279950,199
1528279950,203
1528279950,204
1824778956,5
1824778956,28
1681855237,176
1681855237,118
1681855237,133
1681855237,32
1681855237,56
1421809624,33
1421809624,40
1421809624,72
1421809624,112
1421809624,120
1421809624,121
1824778956,80
1824778956,85
1824778956,90
1824778956,112
2036359499,186
2036359499,187
2036359499,188
2036359499,199
2036359499,201
2036359499,202
2036359499,203
2036359499,204
1086949980,114
1086949980,69
1086949980,122
1086949980,167
1086949980,2
1086949980,29
1086949980,125
1086949980,126
1086949980,132
1086949980,72
1086949980,112
1086949980,120
1086949980,121
1086949980,186
590740249,91
590740249,114
590740249,133
590740249,71
590740249,83
590740249,146
590740249,58
590740249,69
590740249,93
590740249,94
590740249,108
590740249,134
1742002385,69
1742002385,93
1742002385,122
1742002385,166
1742002385,167
1742002385,2
1742002385,4
1742002385,29
1742002385,45
1742002385,183
1742002385,205
1742002385,196
1421809624,187
1421809624,196
1421809624,202
515824449,126
515824449,27
515824449,28
515824449,33
515824449,183
515824449,191
1681855237,71
1681855237,86
1681855237,171
1681855237,58
1681855237,64
1681855237,69
1681855237,93
1681855237,94
1681855237,158
1681855237,3
1681855237,13
1681855237,14
1681855237,18
1681855237,57
1681855237,60
1681855237,75
1681855237,168
2134913665,21
2134913665,31
2134913665,61
2134913665,73
2134913665,77
2134913665,96
2134913665,160
2134913665,12
2134913665,76
2134913665,83
2134913665,86
2134913665,92
2134913665,123
2134913665,146
2134913665,151
2134913665,171
2134913665,10
2134913665,11
2134913665,69
2134913665,93
2134913665,94
2134913665,97
2134913665,122
2134913665,134
2134913665,157
2134913665,166
2134913665,167
2134913665,138
2134913665,147
2134913665,2
2134913665,4
2134913665,7
2134913665,29
2134913665,45
2134913665,46
2134913665,125
2134913665,126
2134913665,132
2134913665,5
2134913665,27
2134913665,28
2134913665,33
2134913665,112
2134913665,124
2134913665,141
2134913665,181
2134913665,184
2134913665,187
2134913665,189
2134913665,203
1194858443,73
1194858443,143
1194858443,32
1194858443,83
1194858443,86
1194858443,92
1194858443,146
1194858443,53
1194858443,69
1194858443,93
1194858443,94
1194858443,108
1194858443,157
1194858443,158
1194858443,167
1194858443,13
1194858443,14
1194858443,60
1194858443,147
1194858443,165
1194858443,2
1194858443,29
1641626550,21
1641626550,143
1641626550,26
1641626550,71
1641626550,83
1641626550,146
1641626550,171
1641626550,11
1641626550,53
1641626550,58
1641626550,64
1641626550,69
1641626550,94
1641626550,167
1641626550,14
1641626550,60
1641626550,2
1641626550,4
1641626550,78
1641626550,132
1641626550,153
1641626550,72
1641626550,112
1641626550,120
1641626550,121
1641626550,141
1641626550,182
1641626550,183
1641626550,187
1641626550,205
1641626550,196
1641626550,201
1641626550,202
1055294693,21
1055294693,49
1055294693,25
1055294693,56
1055294693,83
1055294693,92
1055294693,106
1055294693,146
1772397764,27
1772397764,112
1772397764,121
1772397764,124
1772397764,183
1772397764,186
1772397764,202
418632564,174
418632564,56
418632564,71
418632564,83
418632564,171
418632564,53
418632564,58
418632564,64
418632564,69
418632564,94
1659393132,21
1659393132,173
1659393132,109
1659393132,143
1659393132,146
1659393132,53
1659393132,64
1659393132,69
1659393132,94
1659393132,167
1659393132,138
1659393132,147
1659393132,156
889836079,173
889836079,133
889836079,56
889836079,83
889836079,86
889836079,92
889836079,123
889836079,142
889836079,146
889836079,171
889836079,11
889836079,58
889836079,69
889836079,93
889836079,94
889836079,157
889836079,166
889836079,167
889836079,3
889836079,13
889836079,79
889836079,129
889836079,136
889836079,147
889836079,178
889836079,159
889836079,2
889836079,4
889836079,33
889836079,183
889836079,187
889836079,189
889836079,199
889836079,203
418632564,108
418632564,3
418632564,13
418632564,14
418632564,18
418632564,37
418632564,57
418632564,60
1296639903,61
1296639903,77
1296639903,173
1296639903,32
1296639903,76
1296639903,83
1296639903,92
1296639903,146
1296639903,171
1296639903,10
1296639903,11
1296639903,69
1296639903,94
1296639903,166
1296639903,167
1296639903,51
418632564,75
418632564,79
418632564,129
418632564,130
418632564,138
418632564,147
418632564,159
418632564,165
418632564,29
418632564,5
418632564,27
418632564,72
418632564,80
418632564,85
418632564,120
418632564,121
418632564,124
418632564,141
418632564,196
418632564,200
418632564,202
1918315881,103
1918315881,56
1918315881,146
1918315881,58
1918315881,69
1918315881,94
1918315881,134
1918315881,157
1918315881,167
1918315881,17
1918315881,68
1918315881,130
1918315881,136
1918315881,149
1918315881,165
1918315881,4
1918315881,29
1918315881,125
1296639903,79
460517445,167
460517445,147
460517445,168
460517445,29
460517445,125
460517445,126
460517445,5
460517445,33
1258314584,176
1258314584,143
1258314584,53
1258314584,58
1258314584,64
1258314584,69
1258314584,94
1258314584,134
1258314584,158
1258314584,167
1258314584,13
1258314584,14
1258314584,60
1258314584,88
1258314584,138
1258314584,140
1258314584,2
1258314584,29
1258314584,45
1258314584,78
1258314584,33
1258314584,72
1258314584,181
1258314584,197
1258314584,202
1254773581,82
1254773581,11
1254773581,54
1254773581,58
1254773581,69
1254773581,93
1254773581,94
1254773581,122
1254773581,134
1254773581,157
1254773581,158
1254773581,166
1254773581,167
1254773581,2
1254773581,4
1254773581,7
1254773581,29
1254773581,125
1254773581,126
1254773581,33
1254773581,112
1254773581,181
1254773581,182
1254773581,188
1967104644,77
1967104644,118
1967104644,110
1967104644,146
375590446,120
805055751,21
805055751,31
805055751,143
805055751,32
805055751,83
805055751,53
805055751,69
805055751,94
805055751,166
805055751,13
805055751,14
805055751,60
805055751,65
805055751,88
805055751,130
805055751,136
805055751,159
805055751,2
805055751,29
805055751,27
805055751,33
805055751,121
805055751,186
805055751,202
1829386851,49
1829386851,56
1742002385,199
1742002385,202
1829386851,71
1829386851,83
1829386851,146
1829386851,64
1829386851,94
1829386851,157
1829386851,167
1829386851,14
1829386851,65
2036359499,69
2036359499,93
2036359499,94
1829386851,138
1829386851,149
736831440,103
389156894,160
389156894,32
389156894,71
389156894,83
389156894,92
389156894,123
389156894,144
389156894,145
389156894,146
389156894,11
389156894,69
389156894,93
389156894,94
389156894,108
389156894,157
389156894,166
389156894,167
389156894,75
389156894,88
389156894,2
389156894,29
389156894,33
389156894,112
389156894,121
389156894,188
389156894,190
389156894,202
394361845,114
394361845,76
394361845,83
736831440,32
736831440,39
736831440,56
736831440,71
736831440,86
736831440,123
736831440,142
736831440,171
736831440,11
736831440,54
736831440,58
736831440,69
736831440,93
736831440,94
736831440,134
736831440,167
736831440,37
736831440,57
736831440,68
736831440,129
736831440,156
2103272941,93
1282191713,9
736831440,2
736831440,29
736831440,46
736831440,126
736831440,33
736831440,40
736831440,66
736831440,72
736831440,112
127536708,118
127536708,69
127536708,93
127536708,134
127536708,167
127536708,33
127536708,72
127536708,112
127536708,121
127536708,187
127536708,188
127536708,195
1282191713,21
1282191713,173
1282191713,86
1282191713,171
1282191713,11
1282191713,64
1282191713,122
1282191713,167
1282191713,129
1282191713,2
1282191713,4
1282191713,7
300177748,118
300177748,133
300177748,56
300177748,83
300177748,86
300177748,146
300177748,171
300177748,53
300177748,64
300177748,69
300177748,93
300177748,94
300177748,167
300177748,3
300177748,14
300177748,60
300177748,130
300177748,137
300177748,138
300177748,149
300177748,156
300177748,159
300177748,165
300177748,2
300177748,4
300177748,7
300177748,29
300177748,78
300177748,81
300177748,132
300177748,153
300177748,5
300177748,72
300177748,80
300177748,119
300177748,120
300177748,121
300177748,124
300177748,182
300177748,184
300177748,186
300177748,187
300177748,196
300177748,199
300177748,202
300177748,204
1282191713,8
1282191713,29
1282191713,132
1282191713,5
1282191713,27
1282191713,112
1282191713,124
1282191713,181
1282191713,182
1282191713,186
1282191713,207
1282191713,205
1282191713,196
35465754,65
1654143108,21
1654143108,83
1654143108,142
1654143108,146
1654143108,171
1654143108,53
1654143108,64
1654143108,69
1654143108,157
377903252,123
377903252,58
377903252,94
377903252,13
377903252,14
377903252,60
377903252,75
377903252,29
377903252,33
377903252,72
377903252,186
377903252,202
1355199857,186
1355199857,196
1355199857,202
644701172,121
1421809624,21
1421809624,143
1421809624,56
1421809624,71
1421809624,83
1421809624,106
1421809624,123
1421809624,54
1421809624,58
1421809624,69
1421809624,93
1421809624,94
1421809624,134
214537083,174
214537083,77
214537083,133
214537083,32
214537083,83
214537083,171
214537083,64
214537083,69
214537083,93
214537083,166
214537083,167
214537083,14
214537083,65
214537083,130
214537083,136
214537083,138
214537083,149
214537083,159
214537083,165
214537083,2
214537083,4
214537083,20
214537083,29
214537083,126
214537083,132
214537083,33
214537083,72
214537083,121
214537083,181
214537083,207
214537083,188
214537083,189
214537083,190
214537083,196
214537083,199
214537083,202
1213079122,21
1213079122,174
1213079122,173
1213079122,114
1213079122,133
1213079122,56
1213079122,110
1213079122,123
1213079122,10
492993121,103
492993121,25
492993121,32
492993121,56
492993121,71
492993121,76
492993121,86
492993121,10
492993121,11
492993121,58
492993121,69
492993121,93
492993121,94
492993121,108
492993121,122
492993121,134
492993121,157
492993121,166
492993121,167
492993121,140
492993121,147
492993121,165
492993121,2
492993121,4
492993121,29
492993121,46
492993121,78
492993121,125
492993121,126
492993121,153
166332001,31
166332001,53
166332001,58
1182437858,196
1182437858,202
1182437858,203
855004512,124
855004512,207
855004512,205
998342391,125
998342391,202
1724453292,10
1724453292,58
1724453292,69
1724453292,93
1724453292,134
1724453292,157
1724453292,166
1724453292,167
1724453292,14
1724453292,130
1724453292,136
1724453292,165
1724453292,20
1724453292,29
1724453292,78
1724453292,125
1007025794,21
1007025794,118
1007025794,56
1007025794,71
1007025794,83
1007025794,92
1007025794,146
1007025794,171
1007025794,10
1007025794,11
1007025794,54
1007025794,58
1007025794,69
1007025794,93
1007025794,108
1007025794,134
1007025794,157
1007025794,166
1007025794,167
1007025794,57
1007025794,130
1007025794,165
1007025794,2
1007025794,4
1007025794,20
1007025794,29
1007025794,78
1007025794,125
1007025794,126
1007025794,153
1007025794,5
1007025794,80
1007025794,120
1007025794,121
1007025794,124
1007025794,141
1007025794,182
1007025794,187
1007025794,189
1007025794,196
1007025794,199
1007025794,202
1007025794,203
1201243609,86
1201243609,171
1201243609,10
1201243609,58
1201243609,69
1201243609,93
1201243609,167
1201243609,17
1201243609,147
1201243609,165
1201243609,2
1201243609,4
1201243609,29
1201243609,78
1201243609,27
1201243609,119
1201243609,124
82023098,50
82023098,32
82023098,179
82023098,71
82023098,83
82023098,123
82023098,145
82023098,146
82023098,171
82023098,58
82023098,69
82023098,93
82023098,94
82023098,158
82023098,167
82023098,14
82023098,60
82023098,149
82023098,2
82023098,45
82023098,78
82023098,126
82023098,153
82023098,5
1533466614,32
1533466614,83
1533466614,123
1533466614,146
1533466614,171
1533466614,53
1533466614,64
1533466614,69
1533466614,93
1533466614,158
1533466614,166
1533466614,167
1533466614,13
1533466614,14
1533466614,60
1533466614,147
1533466614,168
1533466614,2
1533466614,4
1533466614,7
1533466614,29
1533466614,153
1533466614,72
1533466614,120
1533466614,121
1533466614,186
1533466614,189
1533466614,202
843826598,61
843826598,103
843826598,133
843826598,139
843826598,152
843826598,32
843826598,44
843826598,92
843826598,106
843826598,123
843826598,142
843826598,146
843826598,171
843826598,69
843826598,93
843826598,94
843826598,134
843826598,157
843826598,158
843826598,166
843826598,167
843826598,138
843826598,156
843826598,165
843826598,29
843826598,46
843826598,125
843826598,126
843826598,5
843826598,80
843826598,112
843826598,120
843826598,121
843826598,183
843826598,187
843826598,196
843826598,202
843826598,203
1916144293,9
1916144293,49
1916144293,103
1916144293,56
1916144293,83
1916144293,145
1916144293,146
1916144293,10
1916144293,11
1916144293,54
1916144293,58
1916144293,69
1916144293,93
1916144293,94
1916144293,108
1916144293,134
1916144293,157
1916144293,158
1916144293,166
1916144293,167
1916144293,17
1916144293,137
1916144293,140
1916144293,2
1916144293,29
1916144293,46
1916144293,78
1916144293,126
1916144293,5
1916144293,40
1916144293,112
1916144293,120
1916144293,185
1916144293,187
1916144293,199
1916144293,202
460517445,112
375590446,187
557764379,138
557764379,147
557764379,156
557764379,2
557764379,20
557764379,29
557764379,45
557764379,78
557764379,125
557764379,126
557764379,27
557764379,66
557764379,72
557764379,112
557764379,120
557764379,121
557764379,141
557764379,181
282220924,13
282220924,14
1046288394,183
774814037,76
774814037,112
433104598,4
433104598,29
433104598,78
433104598,153
433104598,5
433104598,72
433104598,80
433104598,120
433104598,124
433104598,180
433104598,183
1421809624,157
665285331,202
87581092,65
87581092,88
87581092,140
87581092,29
87581092,78
87581092,125
87581092,126
87581092,33
87581092,72
87581092,182
1322509004,143
1322509004,56
1322509004,71
1322509004,83
1322509004,86
1322509004,171
1322509004,53
1322509004,58
650439592,105
1201243609,180
1201243609,184
1201243609,196
1201243609,201
1201243609,202
317321135,61
317321135,114
781200356,159
781200356,165
1523938740,49
1523938740,77
1523938740,83
1523938740,92
1523938740,123
1523938740,69
1523938740,94
1523938740,122
1523938740,166
1523938740,167
1523938740,13
1523938740,14
1523938740,130
1322509004,64
1322509004,69
1322509004,93
1322509004,94
1322509004,157
1322509004,3
1523938740,165
1523938740,2
1523938740,20
1523938740,29
1523938740,46
1523938740,125
1523938740,126
1523938740,33
1523938740,181
1523938740,187
1523938740,188
1523938740,202
2036359499,108
2036359499,122
2036359499,134
2036359499,157
2036359499,158
2036359499,167
2036359499,172
2036359499,140
2036359499,2
2036359499,29
2036359499,46
2036359499,78
2036359499,125
418220425,39
418220425,56
418220425,86
418220425,58
418220425,69
418220425,93
418220425,134
418220425,157
418220425,57
418220425,2
998342391,122
998342391,134
998342391,157
183400407,35
183400407,133
183400407,139
183400407,32
183400407,56
183400407,71
183400407,110
183400407,123
183400407,146
183400407,11
183400407,58
183400407,69
183400407,122
183400407,157
183400407,166
183400407,14
183400407,68
183400407,129
183400407,138
183400407,156
183400407,2
183400407,4
183400407,29
183400407,132
183400407,5
183400407,28
183400407,66
183400407,80
183400407,182
183400407,207
183400407,191
183400407,196
183400407,202
2036359499,126
2036359499,153
2036359499,5
2036359499,33
2036359499,72
2036359499,112
2036359499,120
2036359499,121
998342391,167
88711107,61
295962171,93
1355299576,69
2003353983,28
2003353983,124
1014081473,50
1014342094,103
2019040511,32
2019040511,76
2019040511,83
2019040511,144
2019040511,146
2019040511,53
2019040511,64
2019040511,94
2019040511,157
2019040511,166
2019040511,167
2019040511,13
2019040511,14
2019040511,60
2019040511,88
2019040511,138
2019040511,2
2019040511,4
2019040511,7
2019040511,29
2019040511,132
2019040511,5
2019040511,27
2019040511,112
2019040511,119
2019040511,124
2019040511,187
2019040511,207
2019040511,196
2019040511,202
33928878,186
33928878,202
393737734,103
393737734,118
393737734,26
393737734,32
393737734,71
393737734,146
393737734,164
393737734,171
393737734,10
35465754,130
1438475404,7
650439592,171
1772839457,80
897569338,138
1014342094,56
1014342094,83
1014342094,146
1014342094,10
1014342094,11
1014342094,58
1014342094,69
1014342094,93
1014342094,94
1152745461,21
1152745461,56
564510978,2
564510978,4
564510978,7
564510978,29
564510978,45
564510978,46
564510978,78
564510978,125
564510978,126
564510978,132
564510978,153
564510978,5
564510978,27
564510978,33
564510978,112
958321723,157
958321723,158
958321723,166
958321723,167
958321723,13
958321723,177
958321723,17
958321723,60
958321723,130
958321723,165
492447358,46
1101127064,27
1744863733,147
1237720731,138
1237720731,2
1237720731,20
1237720731,29
1237720731,46
1237720731,78
1237720731,125
1237720731,126
644701172,61
644701172,103
644701172,11
644701172,58
644701172,69
644701172,97
644701172,157
644701172,167
564510978,121
2090560107,124
2090560107,182
2090560107,186
1893722983,176
1893722983,173
1893722983,104
1893722983,118
1893722983,53
1893722983,58
1893722983,69
1893722983,93
1893722983,94
